Reservation-id,Age,Expected_checkin,Expected_checkout,Booking_date,Reservation_Status,Discount_Rate,Room_Rate,Lead_Time,Length_of_Stay,Total_Guests,Checkin_Month,Is_Weekend,Gender_m,Ethnicity_asian american,Ethnicity_caucasian,Ethnicity_latino,Educational_Level_grad,Educational_Level_high-school,Educational_Level_mid-school,Income_50k -- 100k,Income_<25k,Income_>100k,Country_region_north,Country_region_south,Country_region_west,Hotel_Type_city hotel,Hotel_Type_resort,Meal_Type_fb,Meal_Type_hb,Visted_Previously_yes,Previous_Cancellations_yes,Deposit_type_non-refundable,Deposit_type_refundable,Booking_channel_direct,Booking_channel_online,Required_Car_Parking_yes,Use_Promotion_yes
42680944,62,2015-07-07,2015-07-11,2015-04-30,1,5,220,68,4,3,7,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
67286844,45,2015-07-07,2015-07-08,2015-04-27,1,20,222,71,1,4,7,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
85519191,53,2015-07-07,2015-07-10,2015-04-29,1,25,161,69,3,8,7,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
2579451,33,2015-07-01,2015-07-03,2015-02-26,1,10,101,125,2,3,7,0,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True
17727805,32,2015-07-08,2015-07-09,2015-04-22,1,0,105,77,1,4,7,0,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
44808431,43,2015-07-08,2015-07-09,2015-05-22,1,0,146,47,1,4,7,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
70317745,38,2015-05-11,2015-05-12,2015-03-13,1,20,162,59,1,5,5,0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True
69306508,18,2015-07-08,2015-07-09,2015-04-23,1,10,129,76,1,3,7,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True
65535117,66,2015-07-08,2015-07-10,2015-04-02,1,0,218,97,2,3,7,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False
72188000,44,2015-07-15,2015-07-18,2015-03-22,1,20,191,115,3,3,7,0,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True
34053875,43,2015-07-16,2015-07-17,2015-04-13,1,25,154,94,1,7,7,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
95959457,29,2015-05-29,2015-05-30,2015-02-23,1,0,173,95,1,5,5,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
33334436,54,2015-07-08,2015-07-09,2015-05-01,1,0,216,68,1,6,7,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
97828465,48,2015-05-19,2015-05-22,2015-04-07,1,5,103,42,3,5,5,0,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True
70532206,43,2015-06-19,2015-06-20,2015-05-11,1,25,246,39,1,4,6,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
98511366,43,2015-07-06,2015-07-09,2015-06-24,1,0,156,12,3,7,7,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
62860295,23,2015-07-06,2015-07-07,2015-06-01,1,10,237,35,1,4,7,0,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
47244513,43,2015-05-23,2015-05-27,2015-04-14,1,0,166,39,4,6,5,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
5385714,21,2015-07-07,2015-07-11,2015-05-02,1,25,208,66,4,3,7,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True
95106668,35,2015-05-18,2015-05-19,2015-04-04,1,30,159,44,1,2,5,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True
140349,36,2015-07-07,2015-07-10,2015-05-26,1,10,188,42,3,4,7,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
7709904,51,2015-07-07,2015-07-08,2015-06-22,1,20,134,15,1,3,7,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True
89888538,29,2015-07-07,2015-07-08,2015-04-29,1,20,218,69,1,3,7,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
37320420,68,2015-07-09,2015-07-13,2015-03-28,1,0,101,103,4,3,7,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
94772738,44,2015-06-02,2015-06-05,2015-04-19,1,0,124,44,3,3,6,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False
67740487,62,2015-07-09,2015-07-11,2015-04-06,1,10,243,94,2,5,7,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True
56263406,68,2015-07-09,2015-07-10,2015-03-19,1,25,238,112,1,2,7,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True
93676283,69,2015-07-09,2015-07-13,2015-04-14,1,0,150,86,4,4,7,0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False
73719356,66,2015-07-09,2015-07-10,2015-05-21,1,5,111,49,1,3,7,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True
62215136,32,2015-07-09,2015-07-12,2015-03-21,1,20,240,110,3,4,7,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True
53295296,59,2015-07-13,2015-07-14,2015-04-12,1,40,237,92,1,4,7,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
21196935,44,2015-07-16,2015-07-17,2015-05-02,1,0,228,75,1,4,7,0,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
6285306,48,2015-07-03,2015-07-04,2015-07-01,1,25,175,2,1,4,7,0,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True
44843313,67,2015-07-03,2015-07-04,2015-07-03,1,20,158,0,1,3,7,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True
88607277,60,2015-07-04,2015-07-05,2015-06-21,1,10,143,13,1,3,7,1,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True
45408396,26,2015-07-04,2015-07-05,2015-06-25,1,5,225,9,1,2,7,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True
60695251,52,2015-07-04,2015-07-05,2015-06-30,1,25,201,4,1,4,7,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
18301716,24,2015-07-05,2015-07-06,2015-06-19,1,0,123,16,1,4,7,1,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
75436311,60,2015-07-05,2015-07-06,2015-04-04,1,25,242,92,1,6,7,1,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True
51494336,26,2015-06-29,2015-07-01,2015-06-28,1,15,179,1,2,4,6,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True
37564720,26,2015-07-05,2015-07-06,2015-06-26,1,10,232,9,1,2,7,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True
84070025,69,2015-07-05,2015-07-06,2015-07-03,1,30,127,2,1,2,7,1,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True
58266326,56,2015-07-05,2015-07-06,2015-05-16,1,0,204,50,1,6,7,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
4845332,42,2015-06-16,2015-06-17,2015-04-07,1,10,174,70,1,4,6,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
96798559,61,2015-06-18,2015-06-20,2015-04-18,1,10,219,61,2,3,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
75344429,63,2015-07-03,2015-07-04,2015-05-03,1,30,146,61,1,4,7,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True
89456553,65,2015-06-12,2015-06-13,2015-03-04,1,10,177,100,1,6,6,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True
97707055,67,2015-07-05,2015-07-06,2015-07-04,1,0,214,1,1,3,7,1,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
66082028,55,2015-07-05,2015-07-07,2015-06-22,1,0,200,13,2,5,7,1,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False
59992741,53,2015-06-09,2015-06-12,2015-04-22,1,0,186,48,3,5,6,0,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
67830167,22,2015-07-06,2015-07-07,2015-07-04,1,0,187,2,1,7,7,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
61148490,46,2015-05-26,2015-05-29,2015-04-11,1,30,212,45,3,4,5,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
8374938,40,2015-07-07,2015-07-09,2015-07-07,1,0,222,0,2,4,7,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
12091786,64,2015-07-07,2015-07-09,2015-04-28,1,20,121,70,2,5,7,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True
7675104,44,2015-07-11,2015-07-12,2015-04-22,1,0,203,80,1,7,7,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44467998,28,2015-07-12,2015-07-15,2015-04-07,1,5,227,96,3,3,7,1,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True
54294175,40,2015-05-19,2015-05-20,2014-05-17,1,20,249,367,1,2,5,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True
37285949,21,2015-07-13,2015-07-16,2014-07-17,1,20,243,361,3,4,7,0,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True
52449633,62,2015-06-09,2015-06-10,2015-03-21,1,10,231,80,1,3,6,0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True
43700894,58,2015-07-13,2015-07-17,2015-04-09,1,25,169,95,4,3,7,0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True
19868896,34,2015-07-17,2015-07-18,2014-08-28,1,25,188,323,1,2,7,0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
64763276,31,2015-07-17,2015-07-20,2015-05-12,1,10,100,66,3,4,7,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True
50935350,37,2015-04-15,2015-04-18,2015-01-29,1,40,170,76,3,3,4,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
59376256,51,2015-07-04,2015-07-07,2015-06-25,1,20,146,9,3,3,7,1,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
2454990,47,2015-07-04,2015-07-05,2015-06-26,1,10,121,8,1,2,7,1,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True
66392370,56,2015-07-04,2015-07-05,2015-07-04,1,0,102,0,1,3,7,1,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
41050783,51,2015-07-04,2015-07-06,2015-06-15,1,30,138,19,2,2,7,1,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
4295644,39,2015-07-04,2015-07-07,2015-06-28,1,20,242,6,3,2,7,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
41547218,29,2015-07-04,2015-07-06,2015-03-19,1,5,203,107,2,3,7,1,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,True
5293613,46,2015-05-26,2015-05-27,2015-02-07,1,0,235,108,1,3,5,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
16778927,66,2015-06-29,2015-06-30,2015-04-19,1,15,205,71,1,3,6,0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True
44624415,49,2015-05-13,2015-05-14,2015-03-12,1,5,215,62,1,3,5,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
1691869,38,2015-07-10,2015-07-12,2015-05-10,1,5,240,61,2,3,7,0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,True
89215770,57,2015-07-10,2015-07-14,2015-04-04,1,30,226,97,4,4,7,0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True
20176010,46,2015-07-10,2015-07-12,2015-04-01,1,10,164,100,2,2,7,0,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True
40028695,59,2015-07-07,2015-07-09,2015-07-05,1,25,204,2,2,6,7,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
11260215,23,2015-07-07,2015-07-11,2015-04-04,1,0,158,94,4,4,7,0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
76318666,32,2015-07-10,2015-07-12,2015-04-11,1,15,204,90,2,4,7,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True
56252511,28,2015-07-10,2015-07-11,2015-04-07,1,5,117,94,1,4,7,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True
15611316,47,2015-07-11,2015-07-14,2015-04-03,1,15,209,99,3,4,7,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
27064774,52,2015-06-09,2015-06-10,2015-05-15,1,10,114,25,1,6,6,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True
46967349,35,2015-05-20,2015-05-21,2015-03-09,1,5,229,72,1,4,5,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True
70161171,48,2015-04-22,2015-04-24,2015-01-12,1,0,129,100,2,4,4,0,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
81928060,26,2015-07-11,2015-07-13,2015-03-20,1,25,189,113,2,5,7,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
20965226,30,2015-07-11,2015-07-12,2015-04-01,1,5,247,101,1,3,7,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
99218933,57,2015-07-11,2015-07-13,2015-04-18,1,0,245,84,2,6,7,1,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
18472049,19,2015-07-11,2015-07-12,2015-04-25,1,20,191,77,1,7,7,1,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True
54997115,22,2015-07-11,2015-07-12,2015-05-21,1,0,214,51,1,4,7,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
47708934,60,2015-07-12,2015-07-15,2015-06-16,1,10,228,26,3,3,7,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True
31956359,23,2015-05-12,2015-05-13,2015-02-01,1,20,238,100,1,3,5,0,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True
85101864,55,2015-07-12,2015-07-13,2015-03-26,1,5,144,108,1,5,7,1,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
76679894,58,2015-07-14,2015-07-16,2015-04-15,1,10,216,90,2,3,7,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
99030960,31,2015-07-14,2015-07-18,2015-04-17,1,5,240,88,4,2,7,0,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
22908824,33,2015-07-14,2015-07-16,2015-04-28,1,0,123,77,2,4,7,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False
95121154,41,2015-07-05,2015-07-06,2015-07-04,1,5,248,1,1,6,7,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True
93260803,38,2015-07-05,2015-07-07,2015-06-07,1,25,217,28,2,6,7,1,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True
65748594,24,2015-05-29,2015-05-31,2015-04-10,1,5,234,49,2,3,5,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
70197598,63,2015-07-04,2015-07-05,2015-05-30,1,5,120,35,1,4,7,1,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True
75393812,58,2015-05-13,2015-05-15,2015-03-03,1,0,158,71,2,5,5,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
35573319,26,2015-06-16,2015-06-18,2015-05-16,1,0,168,31,2,3,6,0,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
15775355,20,2015-07-05,2015-07-07,2015-06-05,1,20,130,30,2,4,7,1,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True
20372189,44,2015-07-05,2015-07-08,2015-06-30,1,5,203,5,3,2,7,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True
14138784,38,2015-07-06,2015-07-08,2015-03-30,1,15,181,98,2,6,7,0,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True
75668801,64,2015-07-06,2015-07-07,2015-07-06,1,15,165,0,1,2,7,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
85923736,29,2015-07-06,2015-07-07,2015-03-29,1,20,186,99,1,4,7,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
91219,35,2015-07-06,2015-07-08,2015-03-30,1,10,130,98,2,5,7,0,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True
45482058,53,2015-07-06,2015-07-08,2015-06-29,1,20,118,7,2,2,7,0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True
91798772,38,2015-07-01,2015-07-05,2015-06-30,1,0,123,1,4,4,7,0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
56511978,47,2015-07-06,2015-07-08,2015-06-29,1,0,109,7,2,3,7,0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False
4371916,69,2015-07-06,2015-07-08,2015-07-06,1,10,162,0,2,3,7,0,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
8903936,22,2015-07-06,2015-07-09,2015-06-30,1,20,242,6,3,5,7,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True
49894109,57,2015-07-01,2015-07-02,2015-06-27,1,15,244,4,1,2,7,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36479325,68,2015-07-06,2015-07-08,2015-07-06,1,30,148,0,2,4,7,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
95145544,27,2015-07-07,2015-07-08,2015-05-25,1,0,176,43,1,4,7,0,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False
78688371,24,2015-07-07,2015-07-09,2015-04-20,1,20,103,78,2,2,7,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
50136772,61,2015-07-09,2015-07-13,2015-04-07,1,20,122,93,4,5,7,0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True
8142106,36,2015-07-10,2015-07-11,2015-03-24,1,20,133,108,1,5,7,0,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True
12737635,38,2015-07-10,2015-07-11,2015-06-11,1,0,158,29,1,5,7,0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False
70828688,70,2015-07-10,2015-07-11,2015-05-08,1,40,227,63,1,3,7,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
45133192,38,2015-07-11,2015-07-12,2015-06-03,1,25,114,38,1,3,7,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
60357244,58,2015-07-11,2015-07-12,2015-04-13,1,25,223,89,1,2,7,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True
20431537,26,2015-06-17,2015-06-18,2015-05-15,1,30,201,33,1,4,6,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
85494342,37,2015-05-01,2015-05-02,2015-01-29,1,5,191,92,1,6,5,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True
11120982,45,2015-07-12,2015-07-16,2015-04-10,1,5,190,93,4,6,7,1,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True
